,Name,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,ID
2948,RB,https://cdn.sofifa.net/players/150/590/20_60.png,,https://cdn.sofifa.net/flags/fr.png,72,72,Amiens SC,https://cdn.sofifa.net/teams/1816/30.png,€875K,€9K,1969,150590
2949,LB,https://cdn.sofifa.net/players/152/554/22_60.png,,https://cdn.sofifa.net/flags/fr.png,74,74,Servette FC,https://cdn.sofifa.net/teams/324/30.png,€1.3M,€11K,1851,152554
2950,LB,https://cdn.sofifa.net/players/154/634/19_60.png,,https://cdn.sofifa.net/flags/it.png,74,74,Empoli,https://cdn.sofifa.net/teams/1746/30.png,€650K,€9K,1996,154634
2951,CM,https://cdn.sofifa.net/players/155/976/22_60.png,,https://cdn.sofifa.net/flags/gb-sct.png,68,68,Dundee FC,https://cdn.sofifa.net/teams/180/30.png,€475K,€3K,1865,155976
2952,ST,https://cdn.sofifa.net/players/156/432/22_60.png,,https://cdn.sofifa.net/flags/fr.png,66,66,FC Sion,https://cdn.sofifa.net/teams/110770/30.png,€300K,€6K,1692,156432
2953,CDM,https://cdn.sofifa.net/players/156/722/19_60.png,,https://cdn.sofifa.net/flags/fr.png,75,75,Getafe CF,https://cdn.sofifa.net/teams/1860/30.png,€2M,€20K,1936,156722
2954,GK,https://cdn.sofifa.net/players/158/121/22_60.png,,https://cdn.sofifa.net/flags/fr.png,77,77,FC Girondins de Bordeaux,https://cdn.sofifa.net/teams/59/30.png,€3.4M,€20K,1179,158121
2955,LM,https://cdn.sofifa.net/players/158/232/20_60.png,,https://cdn.sofifa.net/flags/ci.png,76,76,Hertha BSC,https://cdn.sofifa.net/teams/166/30.png,€4.7M,€27K,1898,158232
2956,CDM,https://cdn.sofifa.net/players/158/438/20_60.png,,https://cdn.sofifa.net/flags/ch.png,76,76,Eintracht Frankfurt,https://cdn.sofifa.net/teams/1824/30.png,€5M,€29K,1918,158438
2957,CM,https://cdn.sofifa.net/players/158/676/19_60.png,,https://cdn.sofifa.net/flags/dk.png,65,65,F.C. København,https://cdn.sofifa.net/teams/819/30.png,€325K,€6K,1767,158676
2958,CB,https://cdn.sofifa.net/players/159/147/20_60.png,,https://cdn.sofifa.net/flags/fr.png,78,78,AS Saint-Étienne,https://cdn.sofifa.net/teams/1819/30.png,€4.9M,€32K,1905,159147
2959,ST,https://cdn.sofifa.net/players/161/659/07_60.png,,https://cdn.sofifa.net/flags/br.png,64,67,Gallos Blancos de Querétaro,https://cdn.sofifa.net/teams/110150/30.png,€0,€0,1136,161659
2960,CM,https://cdn.sofifa.net/players/161/956/21_60.png,,https://cdn.sofifa.net/flags/es.png,76,76,Fiorentina,https://cdn.sofifa.net/teams/110374/30.png,€3M,€34K,1935,161956
2961,CAM,https://cdn.sofifa.net/players/162/441/14_60.png,,https://cdn.sofifa.net/flags/br.png,70,70,SC Bastia,https://cdn.sofifa.net/teams/58/30.png,€850K,€20K,1753,162441
2962,CB,https://cdn.sofifa.net/players/162/893/21_60.png,,https://cdn.sofifa.net/flags/ch.png,69,69,FC Nordsjælland,https://cdn.sofifa.net/teams/1788/30.png,€675K,€6K,1534,162893
2963,GK,https://cdn.sofifa.net/players/163/587/22_60.png,,https://cdn.sofifa.net/flags/dk.png,83,83,Leicester City,https://cdn.sofifa.net/teams/95/30.png,€6M,€95K,1337,163587
2964,GK,https://cdn.sofifa.net/players/163/616/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,68,68,Western United FC,https://cdn.sofifa.net/teams/114023/30.png,€130K,€750,1197,163616
2965,CAM,https://cdn.sofifa.net/players/163/925/22_60.png,,https://cdn.sofifa.net/flags/it.png,74,74,Western United FC,https://cdn.sofifa.net/teams/114023/30.png,€1.4M,€3K,1853,163925
2966,LB,https://cdn.sofifa.net/players/164/169/19_60.png,,https://cdn.sofifa.net/flags/br.png,85,85,Atlético de Madrid,https://cdn.sofifa.net/teams/240/30.png,€21.5M,€80K,2141,164169
2967,CM,https://cdn.sofifa.net/players/164/459/22_60.png,,https://cdn.sofifa.net/flags/se.png,72,72,AIK,https://cdn.sofifa.net/teams/433/30.png,€750K,€5K,2024,164459
2968,RB,https://cdn.sofifa.net/players/167/797/18_60.png,,https://cdn.sofifa.net/flags/gq.png,69,69,Birmingham City,https://cdn.sofifa.net/teams/88/30.png,€875K,€15K,1955,167797
2969,GK,https://cdn.sofifa.net/players/167/993/22_60.png,,https://cdn.sofifa.net/flags/rs.png,73,73,Al Fayha,https://cdn.sofifa.net/teams/113057/30.png,€350K,€9K,1331,167993
2970,RB,https://cdn.sofifa.net/players/168/607/21_60.png,,https://cdn.sofifa.net/flags/br.png,78,78,Olympiacos CFP,https://cdn.sofifa.net/teams/280/30.png,€5M,€2K,1954,168607
2971,LB,https://cdn.sofifa.net/players/168/630/19_60.png,,https://cdn.sofifa.net/flags/fr.png,64,64,Stade Malherbe Caen,https://cdn.sofifa.net/teams/210/30.png,€300K,€5K,1754,168630
2972,ST,https://cdn.sofifa.net/players/169/216/22_60.png,,https://cdn.sofifa.net/flags/ie.png,71,71,Southampton,https://cdn.sofifa.net/teams/17/30.png,€900K,€33K,1812,169216
2973,ST,https://cdn.sofifa.net/players/169/348/17_60.png,,https://cdn.sofifa.net/flags/at.png,70,70,TSV 1860 München,https://cdn.sofifa.net/teams/33/30.png,€1.4M,€30K,1697,169348
2974,GK,https://cdn.sofifa.net/players/170/597/22_60.png,,https://cdn.sofifa.net/flags/nl.png,76,76,Norwich City,https://cdn.sofifa.net/teams/1792/30.png,€2.4M,€25K,1226,170597
2975,CM,https://cdn.sofifa.net/players/171/877/22_60.png,,https://cdn.sofifa.net/flags/sk.png,80,80,Trabzonspor,https://cdn.sofifa.net/teams/436/30.png,€13M,€35K,2144,171877
2976,CAM,https://cdn.sofifa.net/players/172/114/22_60.png,,https://cdn.sofifa.net/flags/ar.png,72,72,Club Atlético Lanús,https://cdn.sofifa.net/teams/110395/30.png,€950K,€9K,1899,172114
2977,CM,https://cdn.sofifa.net/players/172/143/22_60.png,,https://cdn.sofifa.net/flags/dk.png,74,74,N.E.C. Nijmegen,https://cdn.sofifa.net/teams/1910/30.png,€1.7M,€9K,1996,172143
2978,CM,https://cdn.sofifa.net/players/172/285/19_60.png,,https://cdn.sofifa.net/flags/es.png,71,71,Rayo Vallecano,https://cdn.sofifa.net/teams/480/30.png,€2M,€15K,1997,172285
2979,ST,https://cdn.sofifa.net/players/172/418/22_60.png,,https://cdn.sofifa.net/flags/tr.png,67,67,Yukatel Kayserispor,https://cdn.sofifa.net/teams/101020/30.png,€500K,€6K,1701,172418
2980,GK,https://cdn.sofifa.net/players/173/426/22_60.png,,https://cdn.sofifa.net/flags/be.png,80,80,Club Brugge KV,https://cdn.sofifa.net/teams/231/30.png,€7M,€24K,1289,173426
2981,CB,https://cdn.sofifa.net/players/173/521/22_60.png,,https://cdn.sofifa.net/flags/es.png,75,75,FC Porto,https://cdn.sofifa.net/teams/236/30.png,€1.8M,€12K,1712,173521
2982,CAM,https://cdn.sofifa.net/players/173/909/22_60.png,,https://cdn.sofifa.net/flags/gh.png,74,74,Hertha BSC,https://cdn.sofifa.net/teams/166/30.png,€2M,€35K,2038,173909
2983,CDM,https://cdn.sofifa.net/players/174/669/22_60.png,,https://cdn.sofifa.net/flags/pl.png,67,67,Śląsk Wrocław,https://cdn.sofifa.net/teams/111092/30.png,€350K,€3K,1831,174669
2984,LB,https://cdn.sofifa.net/players/176/362/13_60.png,,https://cdn.sofifa.net/flags/ht.png,63,69,Sheffield United,https://cdn.sofifa.net/teams/1794/30.png,€350K,€3K,1576,176362
2985,CAM,https://cdn.sofifa.net/players/176/380/20_60.png,,https://cdn.sofifa.net/flags/co.png,66,66,Club Unión Magdalena S.A,https://cdn.sofifa.net/teams/112715/30.png,€170K,€500,1712,176380
2986,CM,https://cdn.sofifa.net/players/176/944/22_60.png,,https://cdn.sofifa.net/flags/be.png,75,75,Shandong Taishan,https://cdn.sofifa.net/teams/111724/30.png,€3.5M,€19K,2016,176944
2987,CDM,https://cdn.sofifa.net/players/177/358/22_60.png,,https://cdn.sofifa.net/flags/fr.png,74,74,OGC Nice,https://cdn.sofifa.net/teams/72/30.png,€3M,€24K,1914,177358
2988,ST,https://cdn.sofifa.net/players/177/414/21_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,62,62,Port Vale,https://cdn.sofifa.net/teams/1928/30.png,€190K,€3K,1574,177414
2989,GK,https://cdn.sofifa.net/players/177/475/22_60.png,,https://cdn.sofifa.net/flags/de.png,73,73,Borussia Mönchengladbach,https://cdn.sofifa.net/teams/23/30.png,€1M,€16K,1182,177475
2990,CB,https://cdn.sofifa.net/players/177/509/22_60.png,,https://cdn.sofifa.net/flags/ma.png,80,80,Fatih Karagümrük S.K.,https://cdn.sofifa.net/teams/111117/30.png,€7M,€19K,1735,177509
2991,ST,https://cdn.sofifa.net/players/177/666/21_60.png,,https://cdn.sofifa.net/flags/at.png,71,71,SV Werder Bremen,https://cdn.sofifa.net/teams/38/30.png,€1.2M,€18K,1901,177666
2992,GK,https://cdn.sofifa.net/players/177/683/22_60.png,,https://cdn.sofifa.net/flags/ch.png,85,85,Borussia Mönchengladbach,https://cdn.sofifa.net/teams/23/30.png,€26.5M,€40K,1354,177683
2993,LM,https://cdn.sofifa.net/players/177/712/21_60.png,,https://cdn.sofifa.net/flags/fr.png,72,72,AS Saint-Étienne,https://cdn.sofifa.net/teams/1819/30.png,€1.9M,€22K,1898,177712
2994,CB,https://cdn.sofifa.net/players/177/983/22_60.png,,https://cdn.sofifa.net/flags/co.png,72,72,San Lorenzo de Almagro,https://cdn.sofifa.net/teams/1013/30.png,€750K,€10K,1482,177983
2995,CB,https://cdn.sofifa.net/players/178/031/22_60.png,,https://cdn.sofifa.net/flags/fr.png,71,71,FC Girondins de Bordeaux,https://cdn.sofifa.net/teams/59/30.png,€900K,€15K,1687,178031
2996,CM,https://cdn.sofifa.net/players/178/213/22_60.png,,https://cdn.sofifa.net/flags/fr.png,79,79,Villarreal CF,https://cdn.sofifa.net/teams/483/30.png,€14M,€37K,2083,178213
2997,ST,https://cdn.sofifa.net/players/178/224/22_60.png,,https://cdn.sofifa.net/flags/mx.png,79,79,LA Galaxy,https://cdn.sofifa.net/teams/697/30.png,€11M,€13K,1881,178224
2998,CDM,https://cdn.sofifa.net/players/178/250/22_60.png,,https://cdn.sofifa.net/flags/sn.png,77,77,UD Ibiza,https://cdn.sofifa.net/teams/113981/30.png,€3M,€6K,1987,178250
2999,CB,https://cdn.sofifa.net/players/178/372/21_60.png,,https://cdn.sofifa.net/flags/rs.png,74,74,West Bromwich Albion,https://cdn.sofifa.net/teams/109/30.png,€750K,€41K,1823,178372
3000,ST,https://cdn.sofifa.net/players/000/239/09_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,66,85,,https://cdn.sofifa.net/flags/gb-eng.png,€0,€0,1290,239
3001,CM,https://cdn.sofifa.net/players/000/246/13_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,80,80,Manchester United,https://cdn.sofifa.net/teams/11/30.png,€400K,€40K,2065,246
3002,GK,https://cdn.sofifa.net/players/000/488/08_60.png,,https://cdn.sofifa.net/flags/de.png,87,90,FC Bayern München,https://cdn.sofifa.net/teams/21/30.png,€0,€0,1196,488
3003,CAM,https://cdn.sofifa.net/players/000/570/08_60.png,,https://cdn.sofifa.net/flags/ng.png,73,90,Hull City,https://cdn.sofifa.net/teams/1952/30.png,€0,€0,1405,570
3004,CDM,https://cdn.sofifa.net/players/001/040/12_60.png,,https://cdn.sofifa.net/flags/br.png,79,79,FC Anzhi Makhachkala,https://cdn.sofifa.net/teams/100766/30.png,€0,€30K,2207,1040
3005,CB,https://cdn.sofifa.net/players/001/088/14_60.png,,https://cdn.sofifa.net/flags/it.png,73,73,Club de Foot Montréal,https://cdn.sofifa.net/teams/111139/30.png,€0,€6K,1548,1088
3006,CB,https://cdn.sofifa.net/players/001/183/10_60.png,,https://cdn.sofifa.net/flags/it.png,82,89,Juventus,https://cdn.sofifa.net/teams/45/30.png,€0,€0,1481,1183
3007,CF,https://cdn.sofifa.net/players/001/238/17_60.png,,https://cdn.sofifa.net/flags/it.png,80,80,Roma,https://cdn.sofifa.net/teams/52/30.png,€1.5M,€60K,1872,1238
3008,CF,https://cdn.sofifa.net/players/001/625/15_60.png,,https://cdn.sofifa.net/flags/fr.png,79,79,,https://cdn.sofifa.net/flags/fr.png,€0,€0,1882,1625
3009,GK,https://cdn.sofifa.net/players/002/147/22_60.png,,https://cdn.sofifa.net/flags/nl.png,75,75,Ajax,https://cdn.sofifa.net/teams/245/30.png,€625K,€8K,1168,2147
3010,CM,https://cdn.sofifa.net/players/002/956/13_60.png,,https://cdn.sofifa.net/flags/bg.png,76,76,Aston Villa,https://cdn.sofifa.net/teams/2/30.png,€2.2M,€20K,1920,2956
3011,LM,https://cdn.sofifa.net/players/004/077/14_60.png,,https://cdn.sofifa.net/flags/pt.png,74,74,RCD Espanyol de Barcelona,https://cdn.sofifa.net/teams/452/30.png,€1.2M,€35K,1851,4077
3012,CAM,https://cdn.sofifa.net/players/008/204/09_60.png,,https://cdn.sofifa.net/flags/pt.png,68,71,CD Trofense,https://cdn.sofifa.net/teams/111984/30.png,€0,€0,1397,8204
3013,GK,https://cdn.sofifa.net/players/011/983/15_60.png,,https://cdn.sofifa.net/flags/us.png,77,77,Tottenham Hotspur,https://cdn.sofifa.net/teams/18/30.png,€925K,€35K,1310,11983
3014,ST,https://cdn.sofifa.net/players/020/176/16_60.png,,https://cdn.sofifa.net/flags/pt.png,74,74,Rio Ave FC,https://cdn.sofifa.net/teams/744/30.png,€2.7M,€40K,1871,20176
3015,CM,https://cdn.sofifa.net/players/020/289/19_60.png,,https://cdn.sofifa.net/flags/ci.png,80,80,Olympiacos CFP,https://cdn.sofifa.net/teams/280/30.png,€6M,€2K,2073,20289
3016,ST,https://cdn.sofifa.net/players/020/576/08_60.png,,https://cdn.sofifa.net/flags/za.png,62,65,Kaizer Chiefs,https://cdn.sofifa.net/teams/110929/30.png,€0,€0,1204,20576
3017,RB,https://cdn.sofifa.net/players/023/466/19_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,67,67,Fleetwood Town,https://cdn.sofifa.net/teams/112260/30.png,€300K,€4K,1895,23466
3018,GK,https://cdn.sofifa.net/players/267/832/22_60.png,,https://cdn.sofifa.net/flags/ie.png,50,56,Finn Harps,https://cdn.sofifa.net/teams/111131/30.png,€60K,€500,823,267832
3019,GK,https://cdn.sofifa.net/players/267/835/22_60.png,,https://cdn.sofifa.net/flags/uy.png,57,76,Liverpool Fútbol Club,https://cdn.sofifa.net/teams/111326/30.png,€350K,€500,867,267835
3020,ST,https://cdn.sofifa.net/players/267/864/22_60.png,,https://cdn.sofifa.net/flags/at.png,61,72,SK Rapid Wien,https://cdn.sofifa.net/teams/254/30.png,€725K,€3K,1569,267864
3021,RW,https://cdn.sofifa.net/players/267/866/22_60.png,,https://cdn.sofifa.net/flags/ar.png,60,76,Vélez Sarsfield,https://cdn.sofifa.net/teams/101088/30.png,€625K,€550,1474,267866
3022,ST,https://cdn.sofifa.net/players/267/881/22_60.png,,https://cdn.sofifa.net/flags/jp.png,57,72,Cerezo Osaka,https://cdn.sofifa.net/teams/101148/30.png,€375K,€500,1428,267881
3023,CF,https://cdn.sofifa.net/players/267/899/22_60.png,,https://cdn.sofifa.net/flags/hr.png,60,79,FC Bayern München,https://cdn.sofifa.net/teams/21/30.png,€625K,€2K,1481,267899
3024,CM,https://cdn.sofifa.net/players/267/908/22_60.png,,https://cdn.sofifa.net/flags/ve.png,58,72,Caracas Fútbol Club,https://cdn.sofifa.net/teams/110989/30.png,€475K,€500,1620,267908
3025,CM,https://cdn.sofifa.net/players/267/937/22_60.png,,https://cdn.sofifa.net/flags/pl.png,53,77,Śląsk Wrocław,https://cdn.sofifa.net/teams/111092/30.png,€300K,€500,1480,267937
3026,ST,https://cdn.sofifa.net/players/267/987/22_60.png,,https://cdn.sofifa.net/flags/ar.png,61,80,Atlético Tucumán,https://cdn.sofifa.net/teams/111708/30.png,€825K,€500,1468,267987
3027,CDM,https://cdn.sofifa.net/players/267/991/22_60.png,,https://cdn.sofifa.net/flags/ar.png,63,79,Vélez Sarsfield,https://cdn.sofifa.net/teams/101088/30.png,€1.2M,€850,1563,267991
3028,CM,https://cdn.sofifa.net/players/268/002/22_60.png,,https://cdn.sofifa.net/flags/fr.png,55,70,Dijon FCO,https://cdn.sofifa.net/teams/110569/30.png,€275K,€500,1465,268002
3029,CDM,https://cdn.sofifa.net/players/268/066/22_60.png,,https://cdn.sofifa.net/flags/ci.png,60,72,Oud-Heverlee Leuven,https://cdn.sofifa.net/teams/100087/30.png,€550K,€650,1504,268066
3030,CB,https://cdn.sofifa.net/players/268/067/22_60.png,,https://cdn.sofifa.net/flags/be.png,59,75,KSV Cercle Brugge,https://cdn.sofifa.net/teams/1750/30.png,€550K,€550,1294,268067
3031,GK,https://cdn.sofifa.net/players/268/069/22_60.png,,https://cdn.sofifa.net/flags/be.png,57,72,KSV Cercle Brugge,https://cdn.sofifa.net/teams/1750/30.png,€325K,€500,808,268069
3032,CB,https://cdn.sofifa.net/players/268/079/22_60.png,,https://cdn.sofifa.net/flags/de.png,59,78,DSC Arminia Bielefeld,https://cdn.sofifa.net/teams/159/30.png,€525K,€500,1382,268079
3033,CB,https://cdn.sofifa.net/players/268/106/22_60.png,,https://cdn.sofifa.net/flags/nl.png,59,78,AZ Alkmaar,https://cdn.sofifa.net/teams/1906/30.png,€525K,€500,1407,268106
3034,RB,https://cdn.sofifa.net/players/268/117/22_60.png,,https://cdn.sofifa.net/flags/nl.png,64,74,Ajax,https://cdn.sofifa.net/teams/245/30.png,€1.2M,€2K,1622,268117
3035,CM,https://cdn.sofifa.net/players/268/129/22_60.png,,https://cdn.sofifa.net/flags/fr.png,61,69,D.C. United,https://cdn.sofifa.net/teams/688/30.png,€725K,€1K,1707,268129
3036,CB,https://cdn.sofifa.net/players/268/131/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,59,76,Manchester City,https://cdn.sofifa.net/teams/10/30.png,€550K,€4K,1436,268131
3037,CM,https://cdn.sofifa.net/players/268/326/22_60.png,,https://cdn.sofifa.net/flags/de.png,59,76,1. FC Union Berlin,https://cdn.sofifa.net/teams/1831/30.png,€575K,€2K,1599,268326
3038,CM,https://cdn.sofifa.net/players/268/327/22_60.png,,https://cdn.sofifa.net/flags/us.png,53,64,Seattle Sounders FC,https://cdn.sofifa.net/teams/111144/30.png,€210K,€950,1447,268327
3039,LB,https://cdn.sofifa.net/players/268/367/22_60.png,,https://cdn.sofifa.net/flags/de.png,61,71,Türkgücü München,https://cdn.sofifa.net/teams/114398/30.png,€650K,€500,1567,268367
3040,CAM,https://cdn.sofifa.net/players/268/373/22_60.png,,https://cdn.sofifa.net/flags/de.png,65,67,Türkgücü München,https://cdn.sofifa.net/teams/114398/30.png,€900K,€2K,1621,268373
3041,CB,https://cdn.sofifa.net/players/268/410/22_60.png,,https://cdn.sofifa.net/flags/ke.png,56,77,AIK,https://cdn.sofifa.net/teams/433/30.png,€425K,€500,1401,268410
3042,GK,https://cdn.sofifa.net/players/268/428/22_60.png,,https://cdn.sofifa.net/flags/de.png,58,78,SV Werder Bremen,https://cdn.sofifa.net/teams/38/30.png,€500K,€500,850,268428
3043,LW,https://cdn.sofifa.net/players/268/484/22_60.png,,https://cdn.sofifa.net/flags/uy.png,62,71,Club Atlético Peñarol,https://cdn.sofifa.net/teams/101110/30.png,€850K,€500,1653,268484
3044,GK,https://cdn.sofifa.net/players/268/590/22_60.png,,https://cdn.sofifa.net/flags/co.png,59,66,La Equidad,https://cdn.sofifa.net/teams/112523/30.png,€375K,€500,956,268590
3045,ST,https://cdn.sofifa.net/players/268/597/22_60.png,,https://cdn.sofifa.net/flags/se.png,56,74,Hammarby IF,https://cdn.sofifa.net/teams/708/30.png,€375K,€500,1403,268597
3046,CB,https://cdn.sofifa.net/players/268/611/22_60.png,,https://cdn.sofifa.net/flags/ec.png,57,70,Independiente del Valle,https://cdn.sofifa.net/teams/112908/30.png,€350K,€500,1376,268611
3047,RWB,https://cdn.sofifa.net/players/268/657/22_60.png,,https://cdn.sofifa.net/flags/ar.png,63,81,San Lorenzo de Almagro,https://cdn.sofifa.net/teams/1013/30.png,€1.1M,€500,1645,268657
3048,LB,https://cdn.sofifa.net/players/268/728/22_60.png,,https://cdn.sofifa.net/flags/nl.png,64,79,Ajax,https://cdn.sofifa.net/teams/245/30.png,€1.3M,€2K,1600,268728
3049,ST,https://cdn.sofifa.net/players/268/741/22_60.png,,https://cdn.sofifa.net/flags/pl.png,54,67,Derby County,https://cdn.sofifa.net/teams/91/30.png,€250K,€1K,1299,268741
3050,RB,https://cdn.sofifa.net/players/268/788/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,55,67,Southampton,https://cdn.sofifa.net/teams/17/30.png,€275K,€500,1337,268788
3051,RW,https://cdn.sofifa.net/players/268/868/22_60.png,,https://cdn.sofifa.net/flags/pt.png,65,80,SL Benfica,https://cdn.sofifa.net/teams/234/30.png,€1.7M,€3K,1593,268868
3052,CAM,https://cdn.sofifa.net/players/268/874/22_60.png,,https://cdn.sofifa.net/flags/ve.png,58,70,Caracas Fútbol Club,https://cdn.sofifa.net/teams/110989/30.png,€475K,€500,1470,268874
3053,CAM,https://cdn.sofifa.net/players/268/883/22_60.png,,https://cdn.sofifa.net/flags/uy.png,61,79,Club Atlético River Plate,https://cdn.sofifa.net/teams/112184/30.png,€825K,€500,1597,268883
3054,CM,https://cdn.sofifa.net/players/268/896/22_60.png,,https://cdn.sofifa.net/flags/se.png,57,77,Malmö FF,https://cdn.sofifa.net/teams/320/30.png,€450K,€500,1530,268896
3055,RM,https://cdn.sofifa.net/players/268/909/22_60.png,,https://cdn.sofifa.net/flags/ie.png,62,77,Norwich City,https://cdn.sofifa.net/teams/1792/30.png,€925K,€2K,1530,268909
3056,RB,https://cdn.sofifa.net/players/268/954/22_60.png,,https://cdn.sofifa.net/flags/ar.png,61,70,Club Atlético Central Córdoba,https://cdn.sofifa.net/teams/112965/30.png,€700K,€2K,1461,268954
3057,RB,https://cdn.sofifa.net/players/269/088/22_60.png,,https://cdn.sofifa.net/flags/py.png,56,78,Club Cerro Porteño,https://cdn.sofifa.net/teams/112716/30.png,€425K,€500,1348,269088
3058,CDM,https://cdn.sofifa.net/players/269/136/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,62,83,Manchester United,https://cdn.sofifa.net/teams/11/30.png,€1.2M,€650,1737,269136
3059,GK,https://cdn.sofifa.net/players/269/196/22_60.png,,https://cdn.sofifa.net/flags/ca.png,47,70,Vancouver Whitecaps FC,https://cdn.sofifa.net/teams/101112/30.png,€130K,€500,816,269196
